Paper_ID,Assigned_to,Title,Lead_author,Year,Journal,Time_of_Year,Spatial_scale,Country,Continent,Taxonomic_scope,Species,Taxonomic_group,Quarry_Species,Comparison,Disturbance_Type,Disturbance_Specific,Response_Type,Response_Specific,Effect_YN,Effect_PNN,FID_Distance,Synopsis,Notes,Paper_Retained
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Branta bernicla ,Geese,No,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,,Brent Geese increased during the study period. Overall population. Light-bellied brent geese increased in the study area faster than the overall rate of populations but it is unclear if this is due to restrictions in shooting or an attraction to the area for other reasons - e.g. discovery of a previously unexploited habitat. ,,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Branta leucopsis,Geese,No,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,,Barnacle Geese showed no treatment effect of refuge provision on local abundance. The local abundance increased in the study area faster than the overall rate of populations but it is unclear if this is due to restrictions in shooting or an attraction to the area for other reasons. ,,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Branta canadensis,Geese,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,"Canada geese showed a treatment effect on local abundance, increasing following refuge provison. Canada Geese increased in the study area faster than the overall rate of populations and it is likely that shooting restrictions are the main driver of the increase for this quarry species. ",,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Tadorna tadorna,Duck,No,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,Shelduck did not show any trend in local abundance during the study and did not have a significant effect of shooting treatment on local abundance.,,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas platyrhyncos,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,Mallard showed an increase in local abundance in response to the refuge treatment. Overall population sizes have been stable or decreased whilst increasing in the study area and shooting restrictions are the most likely explanation for the observed effect.,,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas crecca,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,Teal showed an increase in local abundance in response to the refuge treatment. Overall population sizes have been stable or decreased whilst increasing in the study area and shooting restrictions are the most likely explanation for the observed effect.,,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas penelope,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,Wigeon showed an increase in local abundance in response to the refuge treatment. Overall population sizes have increased but the rate of increase increase in the study area is even greater and shooting restrictions are the most likely explanation for the observed effect.,,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas acuta,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,Pintail showed an increase in local abundance in response to the refuge treatment. Overall population sizes have been stable or decreased whilst increasing in the study area and shooting restrictions are the most likely explanation for the observed effect.,,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Anas clypeata,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,Shoveler showed an increase in local abundance in response to the refuge treatment. Overall population sizes have been stable or decreased whilst increasing in the study area and shooting restrictions are the most likely explanation for the observed effect.,,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Bucephela clanga,Duck,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,,Goldeneye did not show a treatment effect of shooting restrictions on local abundance despite being a quarry species and numbers fluctuated through the study period. This may be due to Goldeneye occuring in deeper waters which are less affected by punt shooting.,,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Fulica atra,Rails,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,,"At Nibe-Gjol, Coot did not show a treatment effect of shooting restrictions on local abundance despite being a quarry species. This may be due to the fact that coot is more resilient to disturbance than other quarry species, showing less vigorous behavioural responses. ",,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Vanellus vanellus,Waders,No,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,,Lapwing showed no treatment effect of refuge provision on local abundance. The local abundance increased in the study area but then dropped again and it is unclear if this is due to restrictions in shooting or an attraction to the area for other reasons. ,,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Pluvialis apricaria,Waders,No,Shooting vs non-shootting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,,Golden Plover showed no treatment effect of refuge provision on local abundance. The local abundance increased in the study area but then dropped again and it is unclear if this is due to restrictions in shooting or an attraction to the area for other reasons. ,,Yes
D124,Liam,Experimental refuges for migratory waterfowl in Danish wetlands. II. Tests of hunting disturbance effects,"Madsen, J.",1998,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,multi-species,Multiple,Multiple,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Site,Comminity composition,Yes,Negative,,"In both areas, species richness increased following the provision of experimental refuges. ",,Yes
D125,Liam,Can geese adjust their clocks? Effects of diurnal regulation of goose shooting,"Madsen, J.",2001,Wildlife Biology,Migration,Regional,Denmark,Europe,multi-species,Anser anser,Geese,Yes,NA,Wildfowling,Shooting,Behavioural,Movement,Yes,NA,,"Examined the effect of changes in shooting regulations, with shooting restricted to 1.5 hours prior to sunrise to 10 am, on the movement behaviour and habitat selection of autumn staging geese compared to baseline data from earlier studies. Where shooting intensity was low, greylag geese did not alter the timing of departure from roost, however at two sites with high shooting intensity, geese gradually delayed roost site departure over the years. Additionally, where shooting intensity was high, geese left on migration before the food resource were depleted whilst in the low intensity site they remained until the food was depleted. ",,Yes
D125,Liam,Can geese adjust their clocks? Effects of diurnal regulation of goose shooting,"Madsen, J.",2001,Wildlife Biology,Migration,Regional,Denmark,Europe,multi-species,Anser anser,Geese,Yes,NA,Wildfowling,Shooting,Behavioural,Habitat selection,Yes,NA,,"In the two sites with higher shooting intensities, greylag geese redistributed themselves over the landscape. ",,Yes
D125,Liam,Can geese adjust their clocks? Effects of diurnal regulation of goose shooting,"Madsen, J.",2001,Wildlife Biology,Migration,Regional,Denmark,Europe,multi-species,Anser anser,Geese,Yes,NA,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,,"Where shooting free areas were establsihed, local abundance of geese rapidly increased. ",,Yes
