Paper_ID,Assigned_to,Title,Lead_author,Year,Journal,Time_of_Year,Spatial_scale,Country,Continent,Taxonomic_scope,Species,Taxonomic_group,Quarry_Species,Comparison,Disturbance_Type,Disturbance_Specific,Response_Type,Response_Specific,Effect_YN,Effect_PNN,FID_Distance,Synopsis,Notes,Paper_Retained,,,,,,,,
D041,Luke,An evaluation of the level of human disturbance to waterbirds at Mole National Park in Ghana,"Aikins, TK.",2018,Wetlands Ecology and Management,Overwinter,Site,Ghana,Africa,multi-species,Butorides virescens,Crane,No,NA,Recreational,Walking,Behavioural,FID,NA,NA,38.2,Observer walked at waterbird and recorded distance that the individual first took flight. They just measured FID and didn<U+0092>t look at how disturbance type or hunting/scaring influenced FID. Standard deviation of FIDs in Table 4,NA,Yes,,,,,,,,
D042,Luke,Leisure activities as a main threat for the conservation of waterbirds in an estuary in northern Iberia,"Arizaga, J.",2020,Animal Biodiversity and Conservation,Year-round,Site,Spain,Europe,multi-species,Multiple,Geese,No,NA,Recreational,Index,Behavioural,Movement,Yes,Negative,NA,"Measured if toursits walking, boating, and othe recreational disturbanace caused various waterbird groups to take flight and therefore redistribute and/or become alert. Walking was the most common disturbance type so was chosen as the disturbance specific. Grebes/Divers were one of the only groups not effected.",NA,Yes,,,,,,,,
D042,Luke,Leisure activities as a main threat for the conservation of waterbirds in an estuary in northern Iberia,"Arizaga, J.",2020,Animal Biodiversity and Conservation,Year-round,Site,Spain,Europe,multi-species,Multiple,Duck,No,NA,Recreational,Index,Behavioural,Movement,Yes,Negative,NA,"Measured if toursits walking, boating, and othe recreational disturbanace caused various waterbird groups to take flight and therefore redistribute and/or become alert. Walking was the most common disturbance type so was chosen as the disturbance specific. Grebes/Divers were one of the only groups not effected.",NA,Yes,,,,,,,,
D042,Luke,Leisure activities as a main threat for the conservation of waterbirds in an estuary in northern Iberia,"Arizaga, J.",2020,Animal Biodiversity and Conservation,Year-round,Site,Spain,Europe,multi-species,Multiple,Waders,No,NA,Recreational,Index,Behavioural,Movement,Yes,Negative,NA,"Measured if toursits walking, boating, and othe recreational disturbanace caused various waterbird groups to take flight and therefore redistribute and/or become alert. Walking was the most common disturbance type so was chosen as the disturbance specific. Grebes/Divers were one of the only groups not effected.",NA,Yes,,,,,,,,
D043,Luke,Behavioral responses of Canada geese to winter harassment in the context of human-wildlife conflicts,"Askren, RJ.",2022,Wildlife Society Bulletin,Overwinter,Site,USA,North America,single-species,Branta Candensis,Geese,No,Site: Disturbed vs non-disturbed/protected area,Scaring,Non-lethal disturbance,Behavioural,Movement,No,Neutral,NA,Looked at the effect of harrassment scaring at a single large green space compared to 7 other sites where scaring did not occur. They look at movement and time activity budgets of the birds. The time activity budgets were only small and the authors conclude it would have little effect.,NA,Yes,,,,,,,,
D043,Luke,Behavioral responses of Canada geese to winter harassment in the context of human-wildlife conflicts,"Askren, RJ.",2022,Wildlife Society Bulletin,Overwinter,Site,USA,North America,single-species,Branta Candensis,Geese,No,Site: Disturbed vs non-disturbed/protected area,Scaring,Non-lethal disturbance,Behavioural,TAB,No,Neutral,NA,Looked at the effect of harrassment scaring at a single large green space compared to 7 other sites where scaring did not occur. They look at movement and time activity budgets of the birds. The time activity budgets were only small and the authors conclude it would have little effect.,NA,Yes,,,,,,,,
D046,Luke,The role of protected area wetlands in waterfowl habitat conservation: Implications for protected area network design,"Beatty, WS.",2014,Biological Conservation,Overwinter,Regional,Canada,North America,single-species,Anas platyrhynchos,Duck,Yes,Season: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Behavioural,Habitat selection,Yes,NA,NA,Exmained the habitat selection of female Mallards within the hunting season and then in the following non hunting season. They show that habitat selection changes between the two periods but don't discuss whether this is good or bad for any measure of fitness. The paper really focusses on protected area use.,NA,Yes,,,,,,,,
D047,Luke,Movements and Habitat Use by Temperate-Nesting Canada Geese During the Postbreeding Period in Southern Quebec,"Beaumont, M.",2013,Avian Conservation and Ecology,Overwinter,Site,Canada,North America,single-species,Branta Candensis,Geese,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Habitat selection,Yes,NA,NA,They showed a couple of weeks prior to the hunting season there was a noticable movement of Canada to areas where hunting did not take place. They didn't test what the effect of this shift was so I have put the effect as neutral. Apaprt from that the rest of the paper isn't related to disturbance,NA,Yes,,,,,,,,
D048,Luke,"The effects of disturbance on behaviour, habitat use and energy of spring staging snow geese","Bechet, A.",2004,Journal of Applied Ecology,Migration,Regional,Canada,North America,single-species,Anser caerulescens atlanticus,Geese,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Physiological,TEB,Yes,Negative,NA,Measured the effects of a spring hunt on Snow geese. They looked at how the disturbance types and years with and without hunting effected the movement and energey budgets of the birds. Scaring was included and had a negaitve effect but not as bad as the shooting. The also examined short-term and long-term differences in energy budgets. Over the whole staging periods there wasn't obvious effects of hunting on the overall engery gain but stariaght after shootng there was a negative effect on energy gain.,NA,Yes,,,,,,,,
D048,Luke,"The effects of disturbance on behaviour, habitat use and energy of spring staging snow geese","Bechet, A.",2004,Journal of Applied Ecology,Migration,Regional,Canada,North America,single-species,Anser caerulescens atlanticus,Geese,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Movement,Yes,Negative,NA,Measured the effects of a spring hunt on Snow geese. They looked at how the disturbance types and years with and without hunting effected the movement and energey budgets of the birds. Scaring was included and had a negaitve effect but not as bad as the shooting. The also examined short-term and long-term differences in energy budgets that i was no able to capture in this sheet. Over the whole staging periods there wasn't obvious effects of hunting on the overall engery gain but stariaght after shootng there was a negative effect on energy gain.,NA,Yes,,,,,,,,
D048,Luke,"The effects of disturbance on behaviour, habitat use and energy of spring staging snow geese","Bechet, A.",2004,Journal of Applied Ecology,Migration,Regional,Canada,North America,single-species,Anser caerulescens atlanticus,Geese,Yes,Season: Shooting vs non-shooting,Scaring,Non-lethal disturbance,Physiological,TEB,Yes,Negative,NA,Measured the effects of a spring hunt on Snow geese. They looked at how the disturbance types and years with and without hunting effected the movement and energey budgets of the birds. Scaring was included and had a negaitve effect but not as bad as the shooting. The also examined short-term and long-term differences in energy budgets that i was no able to capture in this sheet. Over the whole staging periods there wasn't obvious effects of hunting on the overall engery gain but stariaght after shootng there was a negative effect on energy gain.,NA,Yes,,,,,,,,
D048,Luke,"The effects of disturbance on behaviour, habitat use and energy of spring staging snow geese","Bechet, A.",2004,Journal of Applied Ecology,Migration,Regional,Canada,North America,single-species,Anser caerulescens atlanticus,Geese,Yes,Season: Shooting vs non-shooting,Scaring,Non-lethal disturbance,Behavioural,Movement,Yes,Negative,NA,Measured the effects of a spring hunt on Snow geese. They looked at how the disturbance types and years with and without hunting effected the movement and energey budgets of the birds. Scaring was included and had a negaitve effect but not as bad as the shooting. The also examined short-term and long-term differences in energy budgets that i was no able to capture in this sheet. Over the whole staging periods there wasn't obvious effects of hunting on the overall engery gain but stariaght after shootng there was a negative effect on energy gain.,NA,Yes,,,,,,,,
D049,Luke,Spring hunting changes the regional movements of migrating greater snow geese,"Bechet, A.",2003,Journal of Applied Ecology,Migration,Regional,Canada,North America,single-species,Anser caerulescens atlanticus,Geese,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Movement,Yes,NA,NA,Measured the movements of Snow Geese during spring staging in years with and without hunting. They show bigger westward movement in years with hunting as birds try to find undisturbed sites. They say that this is likely negative as it might effect fattening so I have put it as negative but they don't properly measure this,NA,Yes,,,,,,,,
D050,Luke,Evaluation of disturbance effect on geese caused by an approaching unmanned aerial vehicle,"Bech-Hansen, M.",2020,Wildlife Research,Overwinter,Site,Denmark,Europe,multi-species,Multiple,Geese,No,NA,Recreational,UAVs,Behavioural,Movement,NA,NA,NA,Approach goose flocks with a UAV and tested at what distance from the UAV the geese take flight or become alert. No testing with other disturbance types and didn't test an affect of hunting,NA,Yes,,,,,,,,
