Paper_ID,Assigned to,Title,Lead author,Year,Journal,Time of year,Spatial_scale,Country,Continent,Taxonomic scope,Species,Taxonomic_group,Quarry Species,Offtake_type,Hunting regime,Population_Model,Comparison,Demographic_impact,Demographic_data_used,Harvest_data_used,Hunting_characteristics,Hunting_Bias,Effect,Synopsis,Carry-over,Discussion_Cat,Effect_Synopsis,Demographic_Direction,Bias_Direction,Hunter_skill,Skill_consequence,Notes,Paper_Retained
M123,Aim<e9>e,Learning from long time series of harvest and population data: Swedish lessons for European goose management,"Liljeback, N.",2021,Wildlife Biology,Overwinter,National,Sweden,Europe,multi-species,Anser fabalis,Geese,Yes,Direct harvest,recreational hunting,No,Annual,Abundance,Population count,Bag total,NA,NA,Neutral,"no overall trend in harvest data, no relationship with previous year harvest",Yes,Abun,No,Neutral,NA,NA,NA,NA,Yes
M124,Aim<e9>e,Hunting vulnerability of local and migrant Canada geese in Pennsylvania,"Lindberg, MS.",1994,Journal of Wildlife Management,Overwinter,Regional,USA,North America,single-species,Branta canadensis maxima,Geese,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,Bag total,NA,NA,Negative,"decline local survival as hunting season progressed, local geese bias in harvest (more than available in pop) compared to migrant geese, hunting succes and number of geese declined through hunting season, migrant geese larger at end of season",Yes,Surv,Yes,Negative,"Season prog, local geese",NA,NA,NA,Yes
M125,Aim<e9>e,"Survival of American black ducks radiomarked in Quebec, Nova Scotia, and Vermont","Longcore, JR.",2000,Journal of Wildlife Management,NA,Regional,Canada,North America,single-species,Anas rubripes,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,Bag total,all/combination,NA,Negative,"46% birds shot and retrieved, 9% shot not retrieved, up to 92% deaths due to shooting, lowest survival rate associated with highest hunter numbers and activity",No,Mort,Yes,Negative,hunter number,NA,NA,CMR but radiomarked birds,Yes
M126,Aim<e9>e,Survival of post-fledging female American black ducks,"Longcore, JR.",1991,Journal of Wildlife Management,NA,Site,USA,North America,single-species,Anas rubripes,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,NA,NA,NA,Negative,"hunting reduces survival (nat = 0.69, with hunting = 0.59), lowest body mass lowest survival",No,Surv,Yes,Negative,"hunting, body mass",NA,NA,"CMR but radiomarked birds, hunting effect monitoried with dead bird returns",Yes
M126,Aim<e9>e,Survival of post-fledging female American black ducks,"Longcore, JR.",1991,Journal of Wildlife Management,NA,Site,USA,North America,single-species,Anas rubripes,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,NA,NA,NA,Negative,"hunting reduces survival (nat = 0.69, with hunting = 0.59), lowest body mass lowest survival",No,VU,Yes,Negative,"hunting, body mass",NA,NA,"CMR but radiomarked birds, hunting effect monitoried with dead bird returns",Yes
M127,Aim<e9>e,Survival of female mallards along the Vermont-Quebec border region,"Longcore, JR.",2016,Journal of Wildlife Management,Overwinter,Regional,USA/Canada,North America,single-species,Anas platyrhynchos,Duck,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,banded recovery,NA,NA,Negative,"mortality rate from hunting = 0.47, other causes = 0.06 similar between years. Hunter harvest accounted for most of moratlity, females lower body conidtion = greater mortality rates, 1 SD increase in condition index = reduce mortality by ~29%",No,Mort,Yes,Negative,hunting/female/body condition,NA,NA,NA,Yes
M128,Aim<e9>e,"Canada Goose Survival and Recovery Rates in Urban and Rural Areas of Iowa, USA","Luukkonen, BZ.",2021,Journal of Wildlife Management,NA,Regional,USA,North America,single-species,Branta canadensis maxima,Geese,Yes,Direct harvest,recreational hunting,Yes,Annual,Survival,CMR,banded recovery,NA,Age bias,Bias,"subadults more at risk of shooting mortality, age and banding site influence survival (urban vs rural), similar recover urban and rural geese, juv recovery increased during study period, adult > juv reciver for urban than rural geese, juv recovery rate increase during liberalization of harvest regulations, no substantial changes in survival",No,Mort,Yes,Negative,juvs/subadult,NA,NA,NA,Yes
M129,Aim<e9>e,Age bias in the bag of pink-footed geese Anser brachyrhynchus: influence of flocking behaviour on vulnerability,"Madsen, J.",2010,European Journal of Wildlife Research,Overwinter,Regional,Denmark,Europe,single-species,Anser brachyrhynchus,Geese,Yes,Direct harvest,recreational hunting,No,Annual,NA,NA,Bag total,all/combination,Age bias,Bias,"6-24% juv propr in pop, juv in bag = 10-67% in same period, higher than prop in pop, no difference in flock size frewuency between years or areas, no relationship between flock size and success, likelihood being shot at 2.4 times hgiher for juvs and 3.4 times higher for older birds in small flocks (<10 birds) compared to larger flocks juvs and successful adult breeding birds = more vulnerable to shooting than non-breeding/failed breeding due to flocking behaviour",No,VU,Yes,Negative,Juvs/breeding adult small flocks,NA,NA,NA,Yes
M130,Aim<e9>e,Could Have Gone Wrong: Effects of Abrupt Changes in Migratory Behaviour on Harvest in a Waterbird Population,"Madsen, J.",2015,PLoS One,NA,Regional,Norway/Denmark,Europe,single-species,Anser brachyrhynchus,Geese,Yes,Direct harvest,recreational hunting,No,Annual,Abundance,Population count,Bag total,NA,Age bias,Bias,"Denmark hunting bag increased fourfold, reflect change in the population, peak numbers shot in early shoot, declines later in season (in early years) later in study more consisten bag through season, change in migration behavioir can affect change in harvest rates/bags",No,HR,Yes,NA,Season/Regional,NA,NA,"uses combination of neckband, wing recovery and count data",Yes
M131,Aim<e9>e,Regulation of the hunting season as a tool for adaptive harvest management - first results for pink-footed geese Anser brachyrhynchus,"Madsen, J.",2016,Wildlife Biology,Overwinter,National,Denmark,Europe,single-species,Anser brachyrhynchus,Geese,Yes,Direct harvest,recreational hunting,No,Annual,Abundance,NA,Bag total,all/combination,Age bias,Bias,"breakdown of harvest bag mostly denmark, some norway, increased over study period, most birds shot in jan in the extended period of the hunting season, age composition changed during course of season, start (Sept) = mostly juvs (53%) declined to 11% in Dec and 13% in Jan (when extended)",No,VU,Yes,Negative,Juv/Early,NA,NA,NA,Yes
M133,Aim<e9>e,Decreased survival of pink-footed geese Anser brachyrhynchus carrying shotgun pellets,"Madsen, J.",1996,Wildlife Biology,NA,Regional,Denmark,Europe,single-species,Anser brachyrhynchus,Geese,Yes,Unobserved crippling loss,recreational hunting,Yes,Annual,Survival,CMR,Crippling rate,NA,NA,Negative,"pellet carriers significantly lower survival rate than non-pellet carriers, could also be represented by proportion of pop using this area, found at least 0.7 geese wounded per bagged goose",No,Surv,Yes,Negative,pellet carrier,NA,NA,NA,Yes
M134,Aim<e9>e,Do embedded shotgun pellets have a chronic effect on body condition of pink-footed geese?,"Madsen, J.",2007,Journal of Wildlife Management,NA,Regional,Denmark,Europe,single-species,Anser brachyrhynchus,Geese,Yes,Unobserved crippling loss,recreational hunting,No,Annual,NA,NA,Crippling rate,na,Body condition,Neutral,no chronic effect apparent on body condition of wounded birds,No,OtherFit,No,Neutral,pellet carrier,NA,NA,NA,Yes
M135,Liam,Are body condition and reproductive effort of laying Greater Snow Geese affected by the spring hunt?,"Mainguy, J.",2002,Condor,Breeding (carry-over),Site,Canada,North America,single-species,Snow Goose,Geese,Yes,Direct harvest,recreational hunting,No,Annual,Productivity,NA,NA,NA,NA,Negative,"Compared reproductive output and survival of radio-marked female Snow Geese on Bylot Island, Canda in years with and without a spring hunt on the staging grounds in Quebec. Fewer radiomarked geese attempted to nest in the years with a spring hunt. In addition, birds nested later and clutch size was reduced in years with a spring hunt.",Yes (prod),NA,Yes,Negative,NA,NA,NA,Not sure what to put for Discussion Cat column. It shows a negative effect of hunting on reproductive output so not a positive DD release effect.,Yes
M135,Liam,Are body condition and reproductive effort of laying Greater Snow Geese affected by the spring hunt?,"Mainguy, J.",2002,Condor,Breeding (carry-over),Site,Canada,North America,single-species,Snow Goose,Geese,Yes,Direct harvest,recreational hunting,No,Annual,Survival,CMR,NA,NA,NA,Negative,Fewer radio marked female snow geese were detected on the breeding grounds in years with a spring hunt suggesting lower survival during spring migraiton.,No,Surv,Yes,Negative,NA,NA,NA,Could relate to indirect effect of hunting disturbance on local abundance during winter - not sure if it's a direct mortality effect. Change in trend took place in year directly before the hunting moratorium - pop could already have been ending its declining trend - weak evidence.,Yes
M136,Aim<e9>e,"Variation in the abundance of red-breasted mergansers Mergus serrator on a Scottish river in relation to season, year, river hydrography, salmon density and spring culling","Marquiss, M.",1993,Ibis,NA,Regional,Scotland,Europe,single-species,Mergus serrator,Duck,Yes,Direct harvest,culling,No,Site: Shooting vs non-shooting,Abundance,Population count,Bag total,NA,NA,NA,"stable population, no effect of shooting on numbers, sex or age ratio",No,Abun,No,None,None,NA,NA,NA,Yes
M137,Liam,Assessing the effectiveness of a hunting moratorium on target and non-target species,"Martinze-Abrain, A.",2013,Biological Conservation,Overwinter,Regional,Spain,Europe,multi-species,Fulica cristatus,Rails,No,illegal shooting,illegal,No,Annual,Survival,CMR,NA,NA,NA,Neutral,Also tested for the effects of the hunting moratorium on the annual survival probability of a reintroduced population of crested coots. Annual survival probability was constant and low with no effect of the hunting moratorium.,No,Surv,No,None,NA,NA,NA,Relates to non-target species - not sure if relevant?,Yes
M139,Liam,Harvest Dynamics and Annual Survival of Mallards and Grey Ducks,"McDougall, MB.",2017,Journal of Wildlife Management,Overwinter,Regional,New Zealand,Australasia,multi-species,Anas platyrhyncos,Duck,Yes,Direct harvest,recreational hunting,No,Annual,Survival,CMR,Bag total,Shooting frequency,NA,Negative,"Examined the combined impacts of hunter behaviour, env covariates and mallard and grey duck combined pop size indices affected per capita harvest, hunter effort and hunter participation. Per capita harvest rate increased with hunter effort and bag limit. Season limits had no effect on per capita harvest, partially because hunters contiued to hunt after the season closed. Hunting effort decreased over time but effort and participation increased with mallard population size. Seasonal regulation and harvest did not affect annual survival of mallards. Hunter effort impacted annual survival rates, especially for females.",No,Surv,Yes,Negative,female,NA,NA,Female bias in terms of influence of hunting effect on survival. Demographic data combined for mallards and grey ducks due to ID challenges and extensive intergression.,Yes
M139,Liam,Harvest Dynamics and Annual Survival of Mallards and Grey Ducks,"McDougall, MB.",2017,Journal of Wildlife Management,Overwinter,Regional,New Zealand,Australasia,multi-species,Anas platyrhyncos,Duck,Yes,Direct harvest,recreational hunting,No,Annual,Survival,CMR,Harvest rate,Shoot duration,Age bias,Bias,Shorter hunting seasons and lower bag limits both led to a greater juvenile harvest rate. Juvenile harvest rates also increased as the population decreased. Estimated harvest rates did not increase linearly with increasing seaosn length.,No,HD,Yes,None,juvenile,NA,NA,NA,Yes
M140,Liam,Changes in survival rates and population dynamics of greater snow geese over a 30-year period: implications for hunting regulations,"Menu, S.",2002,Journal of Applied Ecology,Overwinter,Flyway,USA,North America,single-species,Anser carulescens,Geese,Yes,Direct harvest,recreational hunting,Yes,Annual,Abundance,All,Harvest rate,NA,NA,Negative,Examined the relative contributions of reproduction and mortality to changes in pop dynamics of the entire North American snow goose population from 1970-1998. Pop increased 10x during this period but underwent two rapid growth periods (70-74 and 84-98) interspersed with a period of stagnation. Reproductive rates similar across all three periods (juv counts) - no evidence of DD. Adult survival the same between rapid pop growth periods - no evidence of DD. Adult harvest rates much higher during stagnation period following re-opening of US hunting season in 1975 - reduced survival seemed to cause stagnation of growth from 1975-83.,No,Abun,Yes,Negative,NA,NA,NA,Suggests survival is the biggest driver of abundance change. Can't test directly as no CMR data avilable for 1975-85 due to lack of ringing. Increased adult harvest rates indirect evidence of survival effect.,Yes
M141,Liam,Winter Survival of Female Ring-Necked Ducks in the Southern Atlantic Flyway,"Mezebish, TD.",2020,Journal of Wildlife Management,Overwinter,Flyway,USA,North America,single-species,Aythya collaris,Duck,Yes,Direct harvest,recreational hunting,No,Regional,Survival,CMR,NA,Shooting frequency,NA,Negative,Examined the overwinter survival of satellite-tracked female Ring-necked Ducks in two regions of the southern Atlantic Flyway over two winters. Winter survival probability was higher for individuals in the Red Hills region of S Georgia and N Florida (0.875) where hunting pressure was lower than in South Carolina (0.288) where hunting pressure was higher. This was reflected in higher harvest rates observed in South Carolina.,No,Surv,Yes,Negative,NA,NA,NA,NA,Yes
M142,Aim<e9>e,A mathematicl model of the effect of shooting barnacle geese wintering on Islay,"Middleton, DAJ.",1993,Journal of Applied Ecology,Overwinter,Site,Sccotland,Europe,single-species,Branta leucopsis,Geese,Yes,Direct harvest,culling,Yes,Annual,All,All,Bag total,Bag limits,NA,NA,"model different effects and harvest strategies, under different pop regimesa nd density dependence, harvest strategies can regulate the number of geese wintering on islay, where population is on the edge of viability, additional mortality from shooting would lead to over harvest, inverse density dependence at smal populations., strongest effet when at edge of viability",NA,NA,NA,NA,NA,NA,NA,NA,Yes
M143,Liam,"Winter survival of female northern pintails in Sinaloa, Mexico","Migoya, R.",1995,Journal of Wildlife Management,Overwinter,Regional,Mexico,North America,single-species,Anas acuta,Duck,Yes,Direct harvest,recreational hunting,No,NA,Survival,CMR,NA,NA,Body condition,Neutral,"Investigated overwinter survival rates of radio-marked female Pintail in Sinaloa, Northern Mexico from 1989-1992. Survival rates (pooled) did not differe between winters but survival distributions differed between 1990-91 and 1991-92. Hunting composed the highest seasonal mortyality rate each year. Age-specific survival rates did not differ among winters. Body condition at time of capture did not influence subsequent survival probability overwinter. Overall survival rates believed to be high due to abundant habitat and low hunting pressure.",No,Mort,No,Neutral,NA,NA,NA,Testing for bias in survival rather than probability of being shot.,Yes
M144,Liam,"Survival of adult female northern pintails in Sacramento Valley, California","Miller, MR.",1995,Journal of Wildlife Management,Overwinter,Regional,USA,North America,single-species,Anas acuta,Duck,Yes,Direct harvest,recreational hunting,No,NA,Survival,CMR,NA,NA,Body condition,Neutral,"Investigated overwinter survival rates of radio-tagged after hatch year female pintails in the Sacramento Valley, California to investigate if low winter survival contributed to annual declines. Survival rates did not vary among years or across the winter period (pre, during or post hunting period). Hunting mortality rate and non-hunting mortality rate did not differ within or among years. Body mass at time of capture did not influence overwinter survival probability. Annual apparent survival was lower than overwinter survival suggesting declines may be driven by mortality during the migration or breeding periods.",No,Surv,No,Neutral,NA,NA,NA,Testing for bias in survival rather than probability of being shot.,Yes
M144,Liam,"Survival of adult female northern pintails in Sacramento Valley, California","Miller, MR.",1995,Journal of Wildlife Management,Overwinter,Regional,USA,North America,single-species,Anas acuta,Duck,Yes,Direct harvest,recreational hunting,No,Season: Shooting vs non-shooting,Survival,CMR,NA,NA,NA,Neutral,"Survival rates did not differ across the winter between preseason, hunting season or post-season intervals.",No,Surv,No,Neutral,NA,NA,NA,Testing for variation in survival between open and closed seasons.,Yes
M145,Liam,"Sex-Specific Survival of Adult Common Eiders in Nova Scotia, Canada","Milton, GR.",2016,Journal of Wildlife Management,NA,Regional,Canada,North America,single-species,Somateria mollissima,Duck,Yes,Direct harvest,recreational hunting,No,NA,Survival,CMR,Harvest rate,NA,Sex bias,Neutral,Modelled survival of male and female Common Eiders in Nova Scotia banded during moulting to test whether low adult survivorship was contributing to observed declines. Found that annual survival rates of makes (0.92) were higher than females (0.83) however recovery rates of banded females were indistinguishable. Supplementary analysis of live capture only data suggests female survival rates have not changed in 40 years. These results suggests sex differences in survival are being driven by non-harvest mortality of females.,No,Surv,No,Neutral,female,NA,NA,Lower survival of females but harvest rates suggest this is not due to hunting mortality. Not sure how to qualify the bias here.,Yes
M146,Liam,Measures of annual breeding success amongst Eurasian Wigeon Anas penelope,"Mitchell, C.",2008,Bird Study,Overwinter,Flyway,Multiple,Europe,single-species,Anas penelope,Duck,Yes,Direct harvest,recreational hunting,No,Regional,NA,NA,Harvest rate,NA,Age bias,Bias,Aimed to obtain the most error and bias free index of annual reproductive success of Wigeon wintering in Europe by comparing sex and age ratios of wigeon shot in Denmark and the UK with visual observations and ringing data from the UK. Annual proportion of young in all 4 samples highly correlated. Ratio of first-winter males and females even in shot and ringing samples - differential survival after first year influences global sex ratio. First-winter proportion stayed consistent throughout winter in ringed samples but increased in visual observations - suggests overestimated number of females in autumn. Productivity measures from UK and Denmark correlated but 9% higher in Denmark. Long-term decline in proportion of young recorded in UK. Support for prediction that suggests selective hunting effects age ratios in winter.,No,HD,Yes,None,juvenile,NA,NA,Suggests age bias in harvest rates as birds move across the flyway..,Yes
M146,Liam,Measures of annual breeding success amongst Eurasian Wigeon Anas penelope,"Mitchell, C.",2008,Bird Study,Overwinter,Flyway,Multiple,Europe,single-species,Anas penelope,Duck,Yes,Direct harvest,recreational hunting,No,Regional,NA,NA,Harvest rate,NA,Age bias,Bias,Aimed to obtain the most error and bias free index of annual reproductive success of Wigeon wintering in Europe by comparing sex and age ratios of wigeon shot in Denmark and the UK with visual observations and ringing data from the UK. Annual proportion of young in all 4 samples highly correlated. Ratio of first-winter males and females even in shot and ringing samples - differential survival after first year influences global sex ratio. First-winter proportion stayed consistent throughout winter in ringed samples but increased in visual observations - suggests overestimated number of females in autumn. Productivity measures from UK and Denmark correlated but 9% higher in Denmark. Long-term decline in proportion of young recorded in UK. Support for prediction that suggests selective hunting effects age ratios in winter.,No,Dat,Yes,None,juvenile,NA,NA,Also an example of ways of indirectly gathering data (productivity) required to build accurate models to assess impacts of harvest rates.,Yes
M147,Liam,Survival of female northern pintails wintering in the Playa Lakes Region of northwestern Texas,"Moon, JA.",2006,Journal of Wildlife Management,Overwinter,Regional,USA,North America,single-species,Anas acuta,Duck,Yes,Direct harvest,recreational hunting,No,Season: Shooting vs non-shooting,Survival,CMR,NA,NA,NA,Negative,Examined the overwinter survival of radio-marked female pintails in the Playa Lakes region of Texas in two winters. Survival varied between years from 0.925 to 0.694. In both years mortality was greatest during the pintail hunting season (88% and 34% of deaths respectively). Age class did not influence survival rates.,No,Surv,Yes,Negative,NA,NA,NA,Mortality greatest during hunting period,Yes
M148,Liam,Seasonal Survival of Adult Female Mottled Ducks,"Moon, JA.",2017,Journal of Wildlife Management,NA,Regional,USA,North America,single-species,Anas fulgivula,Duck,Yes,Direct harvest,recreational hunting,No,Season: Shooting vs non-shooting,Survival,CMR,NA,NA,NA,NA,"Investigated the effects of hunting mortality and env conditions on the survival of PTT tracked AHY female Mottled Ducks on the west Gulf Coast of Texas and Louisiana from 2009-12. Models included 4 predictors - week, hunting and non-hunting periods, biological periods (breeding, moult, pairing) and mass at time of capture. Models containing hunt periods within and outside mottled duck season - 100% of model weights - both legal and illegal harvest negatively influenced mottled duck survival. Harvest models outperformed concurrent biological season models - suggest hunting mortality may be additive rather than compensatory.",No,Surv,Yes,Negative,NA,NA,NA,NA,Yes
M148,Liam,Seasonal Survival of Adult Female Mottled Ducks,"Moon, JA.",2017,Journal of Wildlife Management,NA,Regional,USA,North America,single-species,Anas fulgivula,Duck,Yes,illegal shooting,illegal,No,NA,Survival,CMR,NA,NA,NA,NA,"Investigated the effects of hunting mortality and env conditions on the survival of PTT tracked AHY female Mottled Ducks on the west Gulf Coast of Texas and Louisiana from 2009-12. Models included 4 predictors - week, hunting and non-hunting periods, biological periods (breeding, moult, pairing) and mass at time of capture. Models containing hunt periods within and outside mottled duck season - 100% of model weights - both legal and illegal harvest negatively influenced mottled duck survival. Harvest models outperformed concurrent biological season models - suggest hunting mortality may be additive rather than compensatory.",No,Surv,Yes,Negative,NA,NA,NA,NA,Yes
M149,Liam,Effect of body condition on vulnerability of greater snow geese to hunting and capture,"Morez, V.",2000,Journal of Wildlife Management,Migration,Regional,Canada,North America,single-species,Anser carulescens,Geese,Yes,Direct harvest,recreational hunting,No,NA,NA,CMR,Harvest rate,NA,Body condition,NA,"Tested whether body condition influenced the vulnerability of greater snow geese to hunting or capture during fall migration in Quebec. Condition indices between baited and unbaited capture sites did not vary for both age classes. Mean condition indices of juvs did not vary between captured and hunter shot samples but condition of shot adults was greater. CMR data of 2,242 geese used to test whether condition at capture influenced recovery probability by hunters. 12 separate models - yeare, sex and age - only 2 showed negative effects (juv males and females in 1995) - overall evidence suggests no effect of body condition on probability of capture or hunting mortality in greater snow geese.",No,VU,No,None,NA,NA,NA,NA,Yes
M150,Liam,"Winter survival of female American Black Ducks in Tennessee, USA","Newcomb, KC.",2016,Condor,Overwinter,Regional,USA,North America,single-species,Anas rubripes,Duck,Yes,Direct harvest,recreational hunting,No,Season: Shooting vs non-shooting,NA,CMR,NA,NA,NA,Neutral,"Examined overwinter survival of female American Black Ducks radio-tagged in the Tenessee NWR. Winter survival (0.83-0.85) was higher than previously estimated for other Black Duck populations, Found that survival did not differ between hunting and non-hunting periods. Body mass at capture had a positive relationship for survival - this was particularly true in the late (nonhunting) period and in harsher winters.",No,Surv,No,None,NA,NA,NA,Body condition didn't predict hunting mortality directly - didn't look at harvest rates.,Yes
M151,Liam,Incidence of embedded shotgun pellets in Bewick's swans Cygnus columbianus bewickii and whooper swans Cygnus cygnus wintering in the UK,"Newth, JL.",2011,Biological Conservation,Overwinter,National,UK,Europe,multi-species,multiple,Swan,No,illegal shooting,illegal,No,NA,NA,NA,Crippling rate,NA,NA,Neutral,"Used X-ray data to investigate the incidence of embedded shot in Whooper and Bewick's Swans wintering in the UK, interspecific differences in levels of illegal shooting and trends in the prevalence of shot birds over time (1970s-2000s). A higher proportion of Bewick's Swans (31.2%) had embedded shot compared with Whooper Swans (13.6%) with likelihood increasing with age in both species. Prevalence of Bewick's Swans with embedded shot declined over time but remained high but Whooper Swans remained constant. Suggests different illegal hunting pressures on the two flyways.",No,Dat,No,None,NA,NA,NA,NA,Yes
M152,Liam,"Annual survival and site fidelity of northern pintails banded on the Yukon-Kuskokwim Delta, Alaska","Nicolai, CA.",2005,Journal of Wildlife Management,NA,Flyway,USA,North America,single-species,Anas acuta,Duck,Yes,Direct harvest,recreational hunting,No,Annual,Survival,CMR,Harvest rate,NA,NA,Neutral,Examined the survival and recovery rates of a large sample of pintail ringed during summer in Alaska using recaptures and hunter recoveries. Found sex differences in annual survival (higher for males). Reporting rates were greater for males and hatch-year individuals within sexes. Recovery rates were much lower than those reported in the 1950s-70s for winter banded birds but survival rates did not change - suggests changes in harvest rates have not influenced annual survival in this population - hunting mortality not additive.,No,Surv,No,None,NA,NA,NA,Could also be due to differences in recovery rates between Alaskan breeding pintails and birds from other areas wintering in California.,Yes
M152,Liam,"Annual survival and site fidelity of northern pintails banded on the Yukon-Kuskokwim Delta, Alaska","Nicolai, CA.",2005,Journal of Wildlife Management,NA,Flyway,USA,North America,single-species,Anas acuta,Duck,Yes,Direct harvest,recreational hunting,No,Annual,Survival,CMR,Harvest rate,NA,Sex bias,Bias,"Recovery rates of males were higher than for females, particularly for HY birds. Suggest hunting an important source of mortality for HY males.",No,Mort,Yes,None,male,NA,NA,NA,Yes
M153,Liam,Mate loss affects survival but not breeding in black brant geese,"Nicolai, CA.",2012,Behavioural Ecology,NA,Flyway,USA,North America,single-species,Branta bernicla nigricans,Geese,Yes,Direct harvest,recreational hunting,No,NA,Survival,CMR,Harvest rate,NA,NA,NA,Estimated survival and productivity of female black brants that lost their mate to overwinter shooting mortality. Found that survival of females that lost their mates was reduced from 0.847 to 0.690 and subsequent harvest rate increased from 0.06 to 0.12 suggesting increased vulnerability to harvest following mate loss. No effects on fidelity to the reproductive site were observed for females which lost their mate but breeding success was not directly measured.,No,Surv,Yes,Negative,NA,NA,NA,NA,Yes
M154,Liam,Shotgun pellet loads and infliction rates in pink-footed geese Anser brachyrhynchus,"Noer, H.",1996,Wildlife Biology,Migration,Regional,Denmark,Europe,single-species,Anser brachyrhynchus,Geese,Yes,Unobserved crippling loss,recreational hunting,No,NA,Survival,All,Crippling rate,NA,NA,Negative,"X-rayed pink-footed geese to look at infliction rates with shotgun pellets during spring migration in Denmark. Pellets detected in 25% of first year birds and 36% of older birdfs. Propose a simple theoretical model - relates frequency of pellet carriers in different age classes, adult survival and annual pellet infliction rates. Model underestimates infliction rates - half of annual bag - due to inconsitencies between observed frequencies of first year and older pellet carriers - too low for older age class. Could be due to uncertainty around % of first year pellet carriers. Could also be due to lower survival of pellet carriers - more general model which allows differential survival leads to observed carrier frequencies.",No,Surv,Yes,Negative,NA,NA,NA,Data suggests lower survival of pellet carriers - crippling mortality - but observed trends could be due to uncertainty around estimates.,Yes
M155,Liam,Reducing wounding of game by shotgun hunting: effects of a Danish action plan on pink-footed geese,"Noer, H.",2007,Journal of Applied Ecology,Migration,Regional,Denmark,Europe,single-species,Anser brachyrhynchus,Geese,Yes,Unobserved crippling loss,recreational hunting,Yes,NA,NA,NA,Crippling rate,Shooting frequency,NA,NA,"Examined the effect of an action plan to improve hunting practices on the wounding rates of pink-footed staging in Denmark. Using X-rays of captured birds, they found the proportion of birds carryign embedded shot had declined in both first years (25% to 7-11%) and adults (36% to c18%). Used a populaiton dynamic model to predict that these decreases are consistent with a c60% reduction in wounding rate. Population increases during this period have led to the possibility of declining harvest rates - this alone is not enough to explain decreased wounding rates.",No,Dat,NA,NA,NA,NA,NA,Just assessing how effective harvest regulations (shooting practices in terms of distance form birds) have been in terms of reducing wounding rates in the population - not sure relevant?,Yes
M156,Liam,Direct recovery rates of lesser scaup banded in northwest Minnesota: Sources of heterogeneity,"Pace, RM.",1999,Journal of Wildlife Management,Migration,Regional,USA,North America,single-species,Aythya affinis,Duck,Yes,Direct harvest,recreational hunting,No,NA,NA,CMR,Harvest rate,NA,Body condition,Bias,"Investigated sources of heterogeneity in direct recovery probabilities of Lesser Scaup banded in Minnesota. ANOVA analysis found that when controlling for sex, age, year and location of capture, body mass at capture of recovered birds was lower than those which weren't recovered. Probability of recovery also decreased with increasing body mass.",No,VU,Yes,None,body condition,NA,NA,Check it should be none for demographic direction,Yes
M156,Liam,Direct recovery rates of lesser scaup banded in northwest Minnesota: Sources of heterogeneity,"Pace, RM.",1999,Journal of Wildlife Management,Migration,Regional,USA,North America,single-species,Aythya affinis,Duck,Yes,Direct harvest,recreational hunting,No,NA,NA,CMR,Harvest rate,NA,Age bias,Bias,Found that 1cy (HY) birds were recovered at greater rates than 2CY+ (AHY birds).,No,VU,Yes,None,juvenile,NA,NA,Check it should be none for demographic direction,Yes
M157,Liam,Survival of juvenile American black ducks on a managed wetland in New Brunswick,"Parker, GR.",1991,Journal of Wildlife Management,Overwinter,Site,Canada,North America,single-species,Anas rubripes,Duck,Yes,Direct harvest,recreational hunting,No,Season: Shooting vs non-shooting,NA,CMR,Harvest rate,NA,NA,Negative,Used radio-telemetry to estimated survival of HY black ducks at a managed wetland in New Brunswick across two years. Found that survival rates declined sharply in the first 2 weeks of the hunting season (54% and 43% respectively) with mnost mortality from hunting (c80%) occuring on opening day.,No,Surv,Yes,Negative,NA,NA,NA,just showing that survival declines markedly within the hunting season,Yes
M157,Liam,Survival of juvenile American black ducks on a managed wetland in New Brunswick,"Parker, GR.",1991,Journal of Wildlife Management,Overwinter,Site,Canada,North America,single-species,Anas rubripes,Duck,Yes,Unobserved crippling loss,recreational hunting,No,NA,NA,CMR,Unobserved harvest loss,NA,NA,NA,Unretrieved kills and cripples represented 25% and 38% of total measured kill in 1987 and 1988 respectively - c2x higher than estimate from hunter surveys.,No,Dat,NA,NA,NA,kill accuracy,crippling,Just a report of crippling rates - show it's higher than hunters think,Yes
